SciFi_Movies.Name,SciFi_Movies.Duration,SciFi_Movies.Rating,SciFi_Movies.Release_date,SciFi_Movies.Plot,SciFi_Movies.Budget,Movie_Staff.StaffID,Movie_Staff.Name,Movie_Staff.JobTitle,Movie_Staff.AvgSalary,Movie_Staff.DOB,Movie_Staff.Email,Movie_Staff.phone,Characters.FilmID,Characters.CharID,Characters.Name,Characters.Appearance,Characters.Background,Characters.ActorID,Works_On.FilmID,Works_On.StaffID,Segments.FilmID,Segments.Number,Segments.Duration,Segments.Setting,Segments.Discription,Part_In.FilmID,Part_In.SegmentNum,Part_In.CharID
null,null,null,null,null,null,13,Brett Shaffer,Director,170710,2004-07-15,jeffreyking@example.org,'074322815626',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,14,Timothy Manning DDS,Director,160932,1996-03-31,williamscaroline@example.com,'076074119217',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,16,Shelly Diaz,Director,174414,1999-12-08,christophermoore@example.com,'076102121276',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,22,Mario Jackson,Director,169735,1976-01-03,tristanwood@example.net,'072155102933',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,23,Amy James,Director,167052,1976-01-14,katherinewilliams@example.com,'072283785513',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,26,Christine Dennis,Director,143986,1999-06-17,greenwhitney@example.com,'077409334062',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,27,Brian Acosta,Director,162469,1989-03-14,jason92@example.org,'074017728925',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,29,Andrew Mcgee,Director,143238,1957-12-24,ftucker@example.com,'070282478696',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,34,David Smith,Director,171120,1981-12-02,elijah96@example.org,'071616907477',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,37,Karen Lopez,Director,153682,1964-02-25,carrieshah@example.org,'070571056604',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,40,Daniel Mccormick,Director,168663,1965-11-16,williamlara@example.net,'071629942000',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,41,Nicholas Hamilton,Director,178406,1955-04-19,justinperez@example.org,'075888392208',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,53,Joseph Reynolds,Director,144783,1990-03-09,laura16@example.org,'079896512034',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,59,Kenneth Carney,Director,148058,1973-10-26,elizabethfritz@example.com,'076205581555',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,70,Tammy Ford,Director,156497,2003-12-23,dylancarpenter@example.org,'076862184784',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,77,David Mcdaniel,Director,155772,2002-07-12,burnetthelen@example.com,'071792106979',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,82,Lisa Taylor,Director,144466,2000-09-28,jonathan60@example.org,'077117052507',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,86,Erin Holland,Director,150500,1992-02-03,kenneth51@example.org,'072527439645',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,89,Kari Hughes,Director,166798,1977-03-08,davidbray@example.net,'079533082929',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,97,Katrina Brown,Director,144766,1995-01-09,snydercourtney@example.org,'078347444630',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,98,Dr. Mary Rivera,Director,178154,1985-05-25,joshuapetersen@example.net,'078397192601',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,100,Rebecca Rice,Director,150478,1978-04-30,rasmussenmatthew@example.com,'071782301116',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,109,Jacqueline Phillips MD,Director,163413,1981-08-24,curtisochoa@example.com,'074257059799',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,111,Clinton Evans,Director,154962,1997-03-07,amyhenry@example.net,'076261090608',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,115,Brian Brown,Director,147739,1983-02-27,shelbyjones@example.org,'074885583515',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,117,Brooke Gonzales,Director,172057,1991-01-09,wongsteven@example.net,'074755342421',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,124,Mrs. Dominique Medina,Director,153063,1992-04-02,cwilson@example.net,'071861993325',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,128,Cynthia Clayton,Director,155581,1966-01-15,angela90@example.com,'072502092728',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,132,Dustin Collins,Director,142740,2003-04-17,jessicaharrison@example.net,'072585159330',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,133,John Marshall,Director,144607,2001-11-20,agillespie@example.com,'079913358122',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,140,Jennifer Smith,Director,153570,1971-05-16,munozkristen@example.org,'076637319913',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,147,Angela Stewart,Director,143271,1977-01-24,mariamoore@example.com,'070307817735',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,149,Amber Ramos,Director,158356,1971-06-13,mbrown@example.com,'075268027330',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,154,Sheryl Carter,Director,149860,1976-08-18,reyesjoseph@example.net,'071905305770',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,155,Christopher Stanley DDS,Director,144052,1986-11-14,alan36@example.net,'077809237779',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,156,Michael Morales,Director,170251,1965-03-12,martin06@example.org,'072781391392',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,165,Rhonda Gilbert,Director,143461,1957-01-31,erikcox@example.com,'074002159975',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,166,Mason Thompson,Director,154710,1978-01-01,hudsonchristopher@example.org,'073869549318',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,167,Megan Chapman,Director,149919,1990-08-15,andrew27@example.org,'071161663116',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,168,Dylan Ford,Director,148441,1993-06-15,hardysusan@example.org,'071498754236',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,175,Ian Olson,Director,152718,1970-12-19,nking@example.net,'071496866620',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,179,Tracy Aguilar,Director,158913,1982-06-16,wilsonloretta@example.net,'078456309781',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,181,Vincent Lindsey,Director,154531,1970-08-09,uyoung@example.org,'079993646862',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,186,Darlene Roberts,Director,144745,2004-02-17,swong@example.net,'073961520142',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,188,Christine Carter,Director,143363,1959-01-15,wbutler@example.org,'072961208449',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,190,Haley Wilson,Director,144850,2003-10-23,frazieramber@example.org,'076925523415',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,194,Crystal Hoffman,Director,156760,1954-10-06,candrews@example.org,'073559588835',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,196,Joshua Spencer,Director,160307,2004-11-16,khanthomas@example.org,'075507210963',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,197,Alexander Sanchez,Director,152847,1994-07-24,darrell66@example.com,'076222642559',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,198,Joel Jackson,Director,174541,2004-08-11,reyesstephanie@example.com,'078549195278',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,200,Sherry Burns,Director,176745,1956-01-25,tara49@example.com,'074830851229',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,112,Kelsey Adkins,Editor,139287,1956-11-23,jesusjohnson@example.com,'073892334442',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,113,Cathy Black,Editor,137518,1984-01-22,sbaker@example.org,'073039800369',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,116,Paula Nicholson,Editor,102949,1957-05-22,heatherduarte@example.com,'076393156187',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,121,Anthony Callahan,Editor,105517,1987-02-24,briannacooper@example.org,'079034087281',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,122,Amanda Davis,Editor,102216,2003-02-03,ericgarcia@example.net,'070593208845',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,126,Lisa Jones,Editor,119302,1954-10-01,kimberly46@example.net,'074910212271',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,129,Isabella Avery,Editor,119339,1989-04-28,lisafranklin@example.com,'072233343104',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,130,David Garrett,Editor,134054,1957-06-10,garciajeremy@example.net,'079305460129',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,137,Kristin Terry,Editor,108115,1996-10-03,jcarter@example.org,'073030230751',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,138,Michael Kelley,Editor,137501,1966-11-29,thomassmith@example.com,'078206158474',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,139,Robert Lewis,Editor,127270,1954-03-24,mariebaker@example.com,'077197103358',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,144,Dr. Scott Tran,Editor,112788,1968-03-09,darrenmercer@example.org,'077914789048',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,145,Nicole Edwards,Editor,124214,1972-01-25,knightvanessa@example.com,'079080540888',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,150,James Miller,Editor,117048,1999-08-02,adamcain@example.org,'078238024665',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,151,Stacy Simon,Editor,105721,1957-09-22,sweeneyroger@example.com,'070079303027',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,152,Erin Davis,Editor,118225,1994-06-02,shannonrhodes@example.org,'079448635741',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,159,Justin Sampson,Editor,111879,1961-05-05,mcmillankathleen@example.net,'073724472972',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,160,Katherine Bridges,Editor,108099,1973-05-19,erin49@example.net,'077051752904',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,162,Edward Wilkerson,Editor,129684,1977-11-17,ngreen@example.org,'079576609748',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,164,Jordan Watkins,Editor,104237,1959-07-01,apriltaylor@example.org,'074725029689',null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
